ID,P.Value
ZNF133,0.09413727285621469
ARHGAP21,0.09418181260485012
EIF1AD,0.09422011596794462
MAPK1IP1L,0.09432172330075583
MRPS5,0.09452944449865534
RDH13,0.09453660287933527
WHSC2,0.09458424084047405
FBXL20,0.09476154482379273
WASF2,0.09483356360864838
RPS27L,0.09488823209346899
STT3B,0.09504113712476941
FBXL6,0.09510489396253397
IL33,0.09518225347185265
GRTP1,0.09521256924329612
BRD4,0.09556773917952924
WDR53,0.09557359597769666
DNLZ,0.09563420268203454
ERBB3,0.09594119039497058
DOHH,0.09594182499314091
FHL2,0.09596081161557662
MIA3,0.09605517126066399
APTX,0.09635626882819512
RASA4P,0.09638247000674857
ANO1,0.09644562322670872
RASL11A,0.09653539278928047
WARS,0.0965918017490146
CPSF2,0.09664320349687545
SLC25A43,0.09687545704399572
POLE,0.0969247320662386
CD58,0.09695661361703316
FDPS,0.09698638817115342
ALG13,0.09717557652117888
EFNA4,0.09730614842927521
POLR2L,0.09741113548593312
GPX1,0.09748210305465176
TACC2,0.097696101302622
CCRL2,0.09774521233811538
TOMM7,0.09778447443172912
HIVEP2,0.09792348014819369
VASH1,0.09795435891152202
COG8,0.09798429182181927
NUAK2,0.09801162230747666
BBS1,0.09801529985677195
CHD3,0.09805692386408366
SNRPN,0.09807364041654326
DCPS,0.09813589694204944
AK1,0.09817134522130899
DRAP1,0.09822875101599653
SBNO1,0.09827414594981723
MTSS1L,0.0983951212328802
WBP11,0.09841019295418413
MICU1,0.0985660324758138
SURF2,0.09892626971262675
EIF2B5,0.09930079517980933
MRPL12,0.09934194788010019
PPIB,0.09945501387948805
NCLN,0.09956833103467108
HIF1AN,0.09960347545176303
RYK,0.09983453094135442
NFS1,0.10001314687390955
OSTM1,0.10012676881243625
YKT6,0.10028732740509715
GXYLT1,0.10032087913306992
MEPCE,0.10037932172184416
C1QTNF6,0.10045618650083182
MKS1,0.1004651641967778
UBLCP1,0.10069472620327917
NUB1,0.10075224087317924
KBTBD7,0.10095552005964724
G6PD,0.10101656413830055
PSEN2,0.10106282735578145
ALDH3B1,0.1010827839682722
"NACA",0.10117799334364001
ATP13A3,0.1012439254183256
TMEM141,0.1012534172924563
ITPA,0.10127383486326355
CPVL,0.10141292626844695
MESDC1,0.10153191453939242
UROS,0.10162201452239406
H3F3AP4,0.10162998571668477
PORCN,0.10168683735268559
MAPKAP1,0.10171963486850302
EIF2C1,0.1018711650960619
HNRNPA0,0.10188432807429906
ATXN3,0.10189292189113065
SDCCAG8,0.1019163606761394
MKLN1,0.1019814717437758
CLSTN3,0.1020433309878988
KIAA1715,0.10205608536265319
JARID2,0.10212577577037428
PFDN1,0.10219588931021625
PAPD4,0.10221546657019868
CDK19,0.10234405781774876
UBE2L3,0.10243431160892445
TTC28-AS1,0.10252947254585361
HSCB,0.10276178846048974
EPN2,0.10288194365389196
IRF1,0.10310867644472213
AKAP17A,0.10311332879978898
NUDCD2,0.10322520197407314
ZDHHC8,0.10322685276807435
ZFP36L1,0.10334732907784812
LPP,0.10338452824818062
ZNF581,0.10355796262124527
ZNF445,0.10364103928386496
COL6A1,0.10373221477745383
UBE2K,0.10376509750420487
HSPA4,0.10381539010613111
TMEM104,0.10396110291116262
IL13RA1,0.10408668883349094
PEX10,0.10414389731655177
PRICKLE4,0.1041639241674646
MARVELD1,0.10423573863716068
HNRNPF,0.10442428418452951
ACSL5,0.10464429089474477
DSTYK,0.10468587461066478
USP3,0.10477783474863482
SOCS4,0.10507438196329638
CD63,0.10518618325153613
BIN1,0.1052316539159996
CENPV,0.10533288179030298
STAT1,0.10537434486689878
DIAPH1,0.10556883333192961
EPHA2,0.10558930071886038
RBM4B,0.10576277416871367
MCEE,0.10576372340335839
TSPYL2,0.1057910459803954
HSPA1A,0.10590411700898703
FAM198B,0.10592021092951956
BCKDHB,0.10619562365569318
ZCCHC4,0.10626372559265311
RNMTL1,0.10653543610237388
KIAA0930,0.10655224948171986
RHOBTB2,0.10658011078681366
TRAFD1,0.10681946750770027
FBXO9,0.10699154594502384
MPRIP,0.10718228122454454
MALT1,0.10733472358155843
DIS3L2,0.10736918758967685
MYPOP,0.10767399869814244
ATOX1,0.10782826634109821
ATP6V1B2,0.107888654401291
MAP2K7,0.10795987932025063
ZNF703,0.10810795125014108
LCP1,0.10823171157502333
STS,0.1082558229727273
PNMA1,0.10834010730724318
GTF2A1,0.10834569190710967
ASH1L,0.1085080074613402
SCRN1,0.10864487418729551
ZNF800,0.10880729566362211
GCAT,0.10880878003034467
NBAS,0.10891828946565443
XIAP,0.1089247653170531
ARL6IP4,0.10901412888884798
CYP51A1,0.10923207141532061
TCTN2,0.10928897262144874
STX18,0.10934702690390743
HIST2H2AA4,0.10986198496807317
MMS19,0.11004145271393254
CRY1,0.11013893543296456
LMO2,0.11022983030876424
PSMC3,0.11024546366272744
RNF166,0.11040553439542135
AZI2,0.11063463222553646
WIPI2,0.1106827273785993
ATXN1,0.11072789980793696
ANKRA2,0.11075649087198793
EMP3,0.11086889519123884
PVRL1,0.11102016723476696
GNG5,0.11107901156742747
TMEM185A,0.11107957258618589
PARL,0.11124619055917243
COX19,0.11133094420674913
COQ10B,0.11135196088883628
"NAB1",0.11135470245572553
AKTIP,0.11156756385936868
SLC39A8,0.11177026181430269
RASSF3,0.11183177980180384
NCKIPSD,0.11183728431646481
ENPP4,0.11195261307263223
SLC9A6,0.11197472437166296
ZNF187,0.11207462426309756
ZFR,0.11224222333299021
DAXX,0.11236493073698019
PTAR1,0.11262262285180553
DCAF17,0.11268003046527678
A2M,0.11270131625611858
COMMD4,0.11273857638434553
PPP2R5B,0.11282734297867
DENND2D,0.11308110807597056
DKK3,0.11314989960035651
ALG11,0.11330543461678377
HNRNPH2,0.11341381079800406
ANXA7,0.11358591801436443
PRAF2,0.11358694061272827
NUCB1,0.1136806685379456
BCAM,0.11384080983478287
METTL13,0.1138439223434168
TRIB1,0.11387171995087846
PITPNM1,0.11387817535676115
QRICH1,0.11390627466473328
URM1,0.1143234304793898
P4HA1,0.11444109841005669
ZNF84,0.11448029067744935
CMPK1,0.1144948665143664
ACSL1,0.11459847669987588
TMED1,0.11462590599071995
RCN3,0.11472554649593439
SLMO2,0.11478138196452849
YIPF5,0.11493669272681116
TXNRD2,0.11506023664752517
PDIA3,0.11522968855449366
PDCL,0.11540545469935129
EIF4A3,0.11544272564602753
THRAP3,0.11550917400585248
ALDH18A1,0.1155492719568179
ATF1,0.11564168662536524
RBM3,0.11592050173089213
CS,0.115965888926794
COMMD5,0.11604234666568475
GCA,0.11616143327563151
ATXN1L,0.11646693407667233
NSFP1,0.11654823224343966
ZDHHC1,0.11678038291699899
CST3,0.11694716623725762
RMI2,0.11709463461632047
SAYSD1,0.11727354763564408
LOC440288,0.11735526300254412
NFKB2,0.11743199823580437
TMEM101,0.11753855703969783
ARHGEF35,0.1176534819100702
ZMYM6,0.11792268781294088
PHKG1,0.11817029547543188
OGG1,0.11819390729377513
AXL,0.11833857849869316
PRUNE,0.11847111694552315
MIS18BP1,0.11869494245470567
SLC44A3,0.11897830321060757
PPFIA1,0.11899475602844488
NDUFV3,0.11903572057767056
AKAP8L,0.11928256984898872
TRIM41,0.11931410736503505
ANKRD16,0.11958129976168327
DNM1L,0.11982641881754358
PCGF2,0.12021237294783822
PHF12,0.120213591389468
ASL,0.1203411264186726
AARSD1,0.12037473592911926
PDLIM5,0.12038292388943005
ZFPL1,0.1204566426038263
CCDC97,0.12046747760927747
SETMAR,0.12050466212203224
"NARFL",0.12060723161055086
BOD1L1,0.12090615099173584
COPB1,0.12096664695975824
AGA,0.12114260924987227
CERS5,0.12141089677328128
HIST1H2BD,0.12156317480972413
USP11,0.12175047317486042
NT5C2,0.12186600652364775
ZC3H3,0.12189740776509078
SC5DL,0.1222266721735001
GALNT2,0.12279325531427458
LIPA,0.12280400140476302
ZBTB24,0.12290287757657821
PTGR1,0.12302188545896368
RPL28,0.12340621806078687
PPP1R12B,0.12349792400286412
SLC25A46,0.12353433300406536
DLAT,0.1235617984124005
EML2,0.12360479487074495
TIPARP,0.12394501845674281
SON,0.12405591314380858
PDXDC1,0.12407937968756773
GATA6,0.12408381742083124
NCDN,0.12415678211100183
SMTN,0.12438450965782821
AACS,0.12454233712092326
SLC25A29,0.1245958932591699
FAM190B,0.12466552861743245
GET4,0.12478421690715137
DNAJB9,0.12481759926170116
TENC1,0.12510309657520988
PMS2CL,0.12514667695869383
SYVN1,0.12526705162908
TGOLN2,0.12532435485888077
MAPKAPK3,0.12557399370195613
CDADC1,0.12559363434566156
GMCL1,0.12561220053585692
PIGB,0.12562054831205433
FAF1,0.12562204206934893
KCTD10,0.12566567646312557
RRAGA,0.12570354939398873
STAMBP,0.12581308691758095
NIPA2,0.12587022136199313
SDC1,0.12629697218140148
DHX38,0.12634443331354936
CLPP,0.1265155847439779
FAM40A,0.12708935030745808
TFCP2,0.12710801282522816
GHDC,0.1274329627478556
KCNQ1,0.12748623353111463
MON1B,0.1274944228712534
RBBP7,0.12751987101526663
TRUB1,0.12755063980294257
SCPEP1,0.12759071490307025
RAPGEF6,0.12801856433427067
MOSPD3,0.12805166834769566
MARS2,0.12807695013345652
WRAP73,0.128306675964508
PIGA,0.12832520247605686
TXNL4B,0.12863342994315508
TRMT12,0.12880666421101727
CRYZ,0.12897848424815145
PSMB6,0.12899006634980711
AFF4,0.12899919214440647
TM9SF1,0.12924117891656575
PMPCA,0.12942142349281405
YES1,0.12948935751600535
AK4,0.1294962759813937
PKN1,0.1295336457666443
COBLL1,0.12953440585382045
INO80B,0.12960881531855872
TPD52,0.12966776437584068
NFATC2IP,0.12981875389086486
METTL14,0.12990888565520095
SMAGP,0.130024112560472
USP18,0.13005233908829378
RAB8B,0.1302379661697093
CLK4,0.13025914308970163
ARAP1,0.13074607548654693
HIC1,0.13083243027348473
VPS41,0.13094713974315728
TSC22D1,0.1312515031175648
CCDC6,0.13129426029303115
RNF139,0.1313366030693279
ABCC5,0.13142979716535533
SLC2A1,0.13152990206643092
KCTD6,0.13159120281230263
RAB7A,0.13170349736442227
TPCN2,0.13176949754127457
FAM109A,0.1317736152294465
PIK3R4,0.13196374297706553
CASP1,0.1320871121350722
TBC1D25,0.13219348946743698
RPS12,0.1323157364009888
HIST1H2BK,0.1323578243014648
ZNF451,0.13255406624625243
CYCS,0.13258424404355715
POLG,0.13270796803133522
YIPF6,0.13276985070710362
NBPF9,0.13285817000921024
SYMPK,0.13296773487209862
PIR,0.13298295718183772
FAM100A,0.13303714536795513
ASPH,0.13328601178735658
CADM4,0.1333652982014867
SUMO2,0.13338850043249337
FAM114A2,0.13343665254009987
RBM6,0.13346741406896112
GGT7,0.13347087433207583
HOPX,0.13351146411430584
KLHL8,0.1335322989298619
HEBP1,0.13356937491877896
B4GALT7,0.13370940348427052
TSC22D4,0.13375346781634867
LIN7C,0.13375754178200505
CASC3,0.1337594064821663
LHPP,0.13383752432230744
UBN2,0.13398971077531854
PRDM4,0.13416781248686957
ZBTB11,0.13435173854604773
CCDC137,0.13441615651292768
CCDC120,0.1344314975864427
GTF2H3,0.13450739158187763
AHR,0.1345862312523859
SUOX,0.13493980951803453
TBC1D14,0.1349985701316757
IQCK,0.1350195082986966
RPS15,0.1350922524114503
SUMO3,0.13512462227776278
ABCB8,0.13527223624729637
RBBP6,0.13538795313009871
CLOCK,0.13539011394136752
PABPN1,0.13569189397380804
YY1AP1,0.13574227776334205
TAF9B,0.13576394018017884
NSUN6,0.1357893556927491
THAP5,0.13586242111862745
ZNF277,0.13607904305555588
RNF6,0.1362435679832497
ARG2,0.136340549989762
ORC4,0.13636785059056056
MAP1S,0.13638228949524248
LOC100505696,0.13653936741624642
PPP1R10,0.1367298340299617
IGSF6,0.13673020488807933
PBX2,0.1369166386579597
TXNL1,0.13694749597454436
KIAA0556,0.13695444965303283
CRYL1,0.13708984216465664
FNDC3A,0.13709423319849798
BCL6,0.13740874319717283
TRIM44,0.13741477306163954
IQGAP1,0.13752308131882243
PCBD2,0.13766911637794657
MUTYH,0.13770126278881942
MTMR1,0.13775469906993712
ZFAND5,0.13782239132872537
MAD2L1BP,0.13801684569742195
SLC30A9,0.13803654560561723
LDOC1L,0.13808295090481007
ATG13,0.13842215387169365
SIRT1,0.13863062555831288
HDLBP,0.13871423992306087
LYRM5,0.13894548074934907
GPR137B,0.1391144000867966
RNF149,0.13929269558967333
SEPT7P2,0.13946952806112495
PKIG,0.1394803845895172
BTBD1,0.13970182101275713
FUBP3,0.14010589155987888
PLEKHA1,0.1401196615529457
USP48,0.1401404656246845
ATP5E,0.14031163547038716
LRRC40,0.14040026008569276
PITPNC1,0.14044661710461853
ERCC8,0.14052875391526667
RNF13,0.1407014692192729
POLRMT,0.1407818741444129
LOC642361,0.14132895366452589
PARP1,0.14135020485606808
MEN1,0.14162786738627484
PLXNB1,0.14172677541702533
ANKRD28,0.14187263310473666
PRSS23,0.14203020971377636
EFNB2,0.1422882195018665
TRADD,0.14230591179013696
DAP,0.14231377996474776
PPP3CA,0.14247626589673387
RALA,0.14279072202046136
RABAC1,0.1427929010307156
SENP2,0.1428638785951904
AP2B1,0.1429517036760039
ALG2,0.1432548170623423
GCC1,0.14328488276211243
MED22,0.14334224352281974
SSH1,0.14350706280141773
DLEU1,0.14352883794005977
RPL23A,0.1435605670813247
NOSIP,0.1435846362117815
COG7,0.14359460883158656
TMEM79,0.14360179980280735
SIRT2,0.14365007467585889
CCDC101,0.14368231618630453
ELK4,0.14400950148712421
RALGAPA2,0.1440594752538282
CWC25,0.14424129996779475
HCK,0.14429346865138942
DPYSL3,0.14437834153317475
TBCE,0.14446053101355355
CSDE1,0.14448547635565018
GTF3C5,0.14457340596113477
PAPSS1,0.14460183140408264
HSF4,0.14493665788845983
PRKAA1,0.14504147608706874
TMEM134,0.1450842888864177
MTIF3,0.14510609395979226
MRFAP1L1,0.14533180663672546
FAM192A,0.1453612411448845
EXTL3,0.14549577404072556
PACRGL,0.14553844826528584
CEBPA,0.14554348487549076
TMEM184A,0.14567512911948147
YWHAZ,0.1457929459758951
PARP16,0.14624500363032603
MICALL2,0.14635817616420646
RANBP6,0.14640807887607213
KIAA1967,0.14661166581744547
DYNLRB1,0.14672157740722422
TADA1,0.14688263440408045
LOC100294145,0.14698539536602856
DCXR,0.14731285114158513
DCTN5,0.14757186759723756
PLXNA3,0.14761567112947976
BRE,0.14790226513964752
ZNF436,0.1479977415652041
FLJ45340,0.14812032836996308
ZBTB8OS,0.1481554559799057
RBBP9,0.14839772629790784
TNRC6A,0.14870335264498663
SPATA2L,0.14886384938958294
PRMT7,0.14887585893808195
PEX7,0.1491334095539675
FAM210B,0.14953929363852062
ZRANB2,0.14958193444873097
DCAF8,0.1497432393581323
SLC12A2,0.14975949062852928
CLPTM1L,0.14992729569032553
BRP44,0.14994502118872727
INSIG2,0.14996538823099975
LLPH,0.15015144220993965
MTMR12,0.15034652559462547
TMSB4X,0.15040690267895004
OSBPL8,0.15042364124235225
MYO5C,0.1504281550753652
RNF113A,0.15049111860555808
LAMA5,0.1511166393117535
COIL,0.15114306030413593
CRTAP,0.15134080296124405
PRKCA,0.15143270796266645
GOPC,0.15149810433835215
TMEM222,0.1515120480411363
FKBP8,0.151613354151816
UCP2,0.15162704655235398
PRPF38B,0.15184191816132292
GPR153,0.15191985121963972
PFDN5,0.15208651841318951
UHMK1,0.1522014405241552
NOSTRIN,0.1522026136716841
ZDHHC5,0.1522071312644935
SEC14L1,0.15248887131368982
TSPAN17,0.1525260176935069
NRBF2,0.15255858649091056
STK38,0.15272244781279723
HMGN2,0.15283401450734083
YIPF2,0.1528532621106427
EMC1,0.15310153571738927
FAM172A,0.15313810832951746
BPTF,0.15328128470317715
COX11,0.1534708796516282
ATP5S,0.15350885568976724
MGST1,0.15383903481485425
RHOT1,0.15393194264416518
SLC25A26,0.15407068042319355
MERTK,0.15421633099822818
CMTM3,0.15428928758254454
TIMP3,0.15430445286229302
CCL20,0.15449821563932756
PPP1R3B,0.154573746443617
PPIL4,0.15457517704397775
NUFIP2,0.15464630007025013
SLCO3A1,0.15483457080930865
EXOC6,0.15494582787107336
MRPS35,0.15512233792089045
EIF1B,0.15524420168533273
CLDN4,0.15579009200353672
PDSS2,0.15586018643262714
NOL12,0.15589863550481936
ADI1,0.1560547112051974
EXOSC1,0.15616248896640061
ICAM2,0.15656453960730285
MANSC1,0.15659678815610756
TBC1D2B,0.15659709553885992
CNOT8,0.1566118477717594
STK39,0.1566796813460421
AMACR,0.1568278542388091
NLK,0.15693783507654077
GNAS,0.1569588283135999
QARS,0.15709079269423684
CCDC84,0.15715554592607192
ABRACL,0.15722070348913927
CUTC,0.15748360653849713
ADNP2,0.15784598916677195
FAM207A,0.15813703248994562
LOC100506548,0.15814075399436178
WDR55,0.15818331395534707
RAB11FIP1,0.15820217955613677
CHM,0.15862069619545954
OAS2,0.1586546264697741
FAM82B,0.15867385945357526
TIMMDC1,0.15876712854923833
OPLAH,0.15884507054283548
PPM1M,0.15887360139517734
MSMP,0.15894393942193044
CTR9,0.15900227420295573
OTUD5,0.1590284669291151
ZNF275,0.15921271571393988
MMAB,0.1595096392385391
PPT2,0.15980402589220272
TMEM70,0.15993442445026612
PGD,0.15998280076737334
SELO,0.1600727364366623
EXD2,0.16031844691764877
CNOT4,0.16044776296251098
ZC4H2,0.1607976356209792
MEAF6,0.16079890526848928
CRLF3,0.16084872879427953
TPT1,0.16092252319619027
KIAA0895L,0.16110898977915764
PRKCDBP,0.1611918430980879
RABL2B,0.16130860779195058
RABGGTB,0.16133190115845344
RPS6KB2,0.1615842686699687
MX1,0.16164643298436634
CSNK1G1,0.16199364937770555
HNRNPL,0.16208577282469702
DNAJC5,0.16218830657490704
RPL18A,0.16219571291763715
F8A1,0.16246276424732228
TIRAP,0.16250826918063177
EIF3C,0.16262916583217124
THAP7,0.16267130495508125
RNF130,0.16296771794792617
IDH1,0.16328329947565673
PPP2CA,0.1633922619459116
ZNF865,0.16339567216080725
RCE1,0.16339847076288638
KBTBD4,0.16363900959317665
DYNC1I2,0.16364205534925425
C1QTNF1,0.1636589983482365
TMEM107,0.16368210332749208
SRSF2,0.16383587205497407
CD99,0.1640667040563681
NICN1,0.16408131564000059
CDKN2AIP,0.16411727127928202
PLIN2,0.1641428932283861
CEP350,0.16432391278832442
MORC3,0.16434432281158304
KLHDC8B,0.164557725428395
SEC24C,0.1648821996532314
GALE,0.1652419799693582
MTRF1L,0.16536165898347344
DNMBP,0.16543355163266849
RFNG,0.16544078975292117
HPS5,0.16546330357713293
CDC42EP3,0.16565236564529315
ALDH16A1,0.16567137541912036
LRFN4,0.16590823519891887
TIE1,0.16605810167531404
WDR92,0.16607547328588476
TYROBP,0.1661314843029675
TNFAIP8L1,0.16613203115008468
ARHGEF5,0.16621411514584408
PHTF2,0.16629789696659072
SLCO2B1,0.1663056567726762
ZNF839,0.16644085844877166
UTRN,0.16672606998252254
SCAPER,0.16681304689337323
SLC25A39,0.1670541750980374
MAFB,0.16705975074654605
TCEA1,0.16719616643897378
CCDC22,0.16730515731698659
ARHGAP32,0.16748904940885145
MLH1,0.16760054096899968
KCNN4,0.16761631581242145
NRF1,0.1676230908849655
CD99P1,0.16771630844917018
TMEM135,0.1681329954666272
LIN37,0.16814316248815125
TMX2,0.1681732682549855
AKR1A1,0.16817594086884463
EGR1,0.1682625060243199
ZMAT5,0.1683874348699758
DDX23,0.16853982793272063
CLTC,0.16859152087529544
TIPRL,0.16863396216382184
SRSF4,0.1687801123285994
BBC3,0.16887881450974185
KIAA0182,0.16901153924089313
PRKAR2A,0.16904068088582913
HERC4,0.16909423461174886
TMEM204,0.16910713103158945
TAF8,0.16918576924747505
POMGNT1,0.16938174486086138
SUZ12,0.16945111846980818
NT5E,0.16952011877279957
SF3A3,0.16955409982958614
ARMCX5,0.1696066147008138
LONP2,0.16985988124388146
GLUD1,0.16996332545140483
INTS3,0.17002585452444025
PCNP,0.17006174699644766
RDBP,0.17033886343262672
VTA1,0.17043830756973866
TM9SF3,0.17075218094497863
FLJ23867,0.1707675678267077
CRLS1,0.17098688053008276
CREBZF,0.17099966766753283
SEC13,0.17147426340821018
ISOC2,0.17183834727997013
TOR1B,0.17190021025351135
AK2,0.17192539370306317
ATXN7L3B,0.17206677963060013
PIK3R1,0.1722331967549654
NDUFA3,0.172423573661775
EFEMP2,0.17248150336494508
KTI12,0.17250434826036082
MAP3K10,0.1726115489481406
ABTB2,0.17272109801750693
SCARNA17,0.17322125524864912
PPP3R1,0.17340170765642327
RRP7A,0.17353368618743553
FADS3,0.17372483049664428
LAPTM5,0.17390609403565746
TRIB2,0.1740157954938309
HLA-DRA,0.17416755400916112
CFL1,0.17433502606285
ATP5J2,0.17458593095874633
MRPS6,0.1748602007433027
MACROD1,0.174965639100046
CELF1,0.17501604732128864
FAM185A,0.17506623683929148
CCDC111,0.17532715262545295
YPEL2,0.17628650915100505
HDAC10,0.17643680796626054
BCL2L2-PABPN1,0.1767555284008343
RAB40C,0.17687042275652248
NME3,0.17693554455515692
ZDHHC16,0.1769928800953463
BAIAP2,0.17713094935071533
NDUFAB1,0.17751655637370586
OCIAD2,0.17760734330085134
SPIRE2,0.17777593707612155
CORO1C,0.17779153101410988
KIAA0319L,0.1781629005528801
ITFG2,0.17827589380399028
PRDX2,0.17833556455149802
DHODH,0.17861209808337336
TMEM33,0.17868875160682576
IFI35,0.1787699455792297
SERINC5,0.17884088079349697
DIS3L,0.1789466160318001
HIP1R,0.17933244293649825
SS18L2,0.17940407439092923
UBE2Z,0.17949610529477525
LRRC42,0.17954852143096228
CCDC94,0.17959179533782166
RPL38,0.17979309613013336
RPL23,0.17979677875704125
GK,0.18002970283030245
TMED10,0.18012723102656927
PHACTR2,0.18022064297348478
SNX18,0.1802388492380208
VPS37A,0.18060400083299805
AIP,0.18109756092959386
PTGES2,0.18128874653365717
DEPDC7,0.18147555261876008
BIRC3,0.18157992873009446
PCOLCE,0.18179391639375314
PTPN2,0.18186491654997988
TRAPPC3,0.18201624856485601
TEN1,0.18209319271807148
FUBP1,0.1821646724180902
BLOC1S2,0.18218207655857582
PTPN1,0.18219183582162288
CLPX,0.18231967528754287
GABPA,0.18242086577651617
SULF2,0.18246889816471004
NUCB2,0.18285441128236507
RABL3,0.18291698602030063
JAGN1,0.18299081458062946
UBP1,0.18301102529398167
HOMEZ,0.1831779447752431
PTPRJ,0.1833361498196149
SPOP,0.183560568417077
CD9,0.18360589904358116
DDX51,0.18362499977542665
SRP19,0.18366450648607158
RPS29,0.18398513550838855
PPCDC,0.1840642374127338
MRI1,0.18411623061893503
NUDT15,0.18435653193966817
TMEM208,0.18448288189974435
KLHDC5,0.18472859179762915
GRPEL1,0.1847705041092527
ADD3,0.18479974557807508
RAB12,0.18502913192390352
