source,target,weight,resources,references
IRF1,IL12B,-1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI,CollecTRI:10657616;CollecTRI:10861061;CollecTRI:12417340;CollecTRI:12517966;CollecTRI:17635610;CollecTRI:17924060;CollecTRI:24012417
DNMT1,MT1A,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12417732;CollecTRI:16329111;CollecTRI:22905112
DNMT3A,MT1A,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12417732
MYC,MXD4,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:12418961;CollecTRI:16167342
ZBTB17,MXD4,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:12418961;CollecTRI:16167342
SP3,ERVK-6,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12419227
SP3,SUMO1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12419227
GLI2,CD36,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12419306;CollecTRI:16959872
GLI2,PPARA,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12419306;CollecTRI:19948841
IRF1,CDKN1A,-1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:12420214;CollecTRI:12531694;CollecTRI:15509808;CollecTRI:8752276
SP1,MAP3K5,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12420215
HES1,DBF4,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:12420215
SP1,DBF4,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:12420215
MYC,PRKACA,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12420224;CollecTRI:15197457
EGR1,CAMK2A,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12421350
EGR1,DRD2,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:12421350
EGR1,MAP3K1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12421350
SP1,TCL1A,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12421830
SP1,ALG3,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12421830
MAF,IL12A,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:12421951;CollecTRI:17892401
MAF,IL12B,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:12421951;CollecTRI:17892401
NFKB1,IL1RN,1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:12423202;CollecTRI:20032313
NFKB1,LEP,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12423202
RELA,IL1RN,1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:12423202;CollecTRI:16553947;CollecTRI:20032313;CollecTRI:9185517
RELA,LEP,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12423202
SPI1,IL1RN,1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI,CollecTRI:12423202;CollecTRI:20032313;CollecTRI:9727052
MYB,TPM1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12424255;CollecTRI:8382794;CollecTRI:9045645;CollecTRI:9379678
MYB,COL1A2,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:12424255;CollecTRI:2536148;CollecTRI:9989795
MAZ,GRIN1,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12425938
SSRP1,GRIN1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12425938
ZNF354C,SLC2A4,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12426306
KLF2,PPARG,-1.0,CollecTRI;ExTRI_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI,CollecTRI:12426306;CollecTRI:20693579
NFYA,CBS,1.0,CollecTRI;ExTRI_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI,CollecTRI:12427542
THRB,TSHR,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:12429043
SP3,ESR1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12429135;CollecTRI:18006846
NR3C1,CD74,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12429139
NR3C1,HSD3B2,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:12429139;CollecTRI:23831357
SMAD4,CDKN2B,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI,CollecTRI:12429655;CollecTRI:19419955;CollecTRI:22710759
IRF8,NOS2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12429737
ARHGAP35,RHOA,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12429740;CollecTRI:15102857;CollecTRI:16707504
ZHX2,RHOA,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12429740;CollecTRI:16030249
FOXN1,TP53,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12431761
POU4F1,TP53,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:12431761;CollecTRI:17145718
MTA1,MMP9,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:12431981
EWSR1,BCL2L1,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12432261
FLI1,BCL2L1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12432261
FOS,CSF2,1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI,CollecTRI:11509589;CollecTRI:12432566;CollecTRI:1900839;CollecTRI:7579683;CollecTRI:8135780;CollecTRI:8631792;CollecTRI:9028942;CollecTRI:9190901;CollecTRI:9862439
FOS,IFNG,1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI,CollecTRI:12432566;CollecTRI:12842891;CollecTRI:16713974;CollecTRI:19285436;CollecTRI:7759501;CollecTRI:8756632
SPI1,GATA2,-1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;SIGNOR_CollecTRI,CollecTRI:10411939;CollecTRI:12433372
GATA2,SPI1,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI,CollecTRI:16254139;CollecTRI:19491391;CollecTRI:19620289;CollecTRI:24583263
KLF6,ENG,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:12433697
EGR1,ENG,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:12433697
FOS,ALAS2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12433930
JUN,ALAS2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12433930
JUND,ALAS2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12433930
GLI3,FGF8,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;SIGNOR_CollecTRI,CollecTRI:12435361;CollecTRI:16922921;CollecTRI:17688467
MYF6,MYF6,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12435381;CollecTRI:12707053;CollecTRI:7739551;CollecTRI:7852366;CollecTRI:9266852
GLI3,SHH,-1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;Pavlidis2021_CollecTRI,CollecTRI:12435627;CollecTRI:14602680;CollecTRI:17644000;CollecTRI:18728187;CollecTRI:19906872;CollecTRI:20426846;CollecTRI:28533268;CollecTRI:9073443;CollecTRI:9152009
NFE2L2,FTMT,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:12435735
SSRP1,HBEGF,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12437983
SSRP1,PDX1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12437983
ZGLP1,PDX1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12437983;CollecTRI:23331010;CollecTRI:23703573
ZGLP1,TNF,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12437983;CollecTRI:18180317
CUX1,CDKN1A,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;Pavlidis2021_CollecTRI,CollecTRI:11584018;CollecTRI:12438259;CollecTRI:15269344;CollecTRI:15812824
E2F1,MYCN,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI,CollecTRI:12438307;CollecTRI:14645238;CollecTRI:16931907
E2F2,MYCN,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI,CollecTRI:12438307
E2F3,MYCN,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;TFactS_CollecTRI,CollecTRI:12438307
TP53,VCAN,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;SIGNOR_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI,CollecTRI:12438652
ETS1,SPTA1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12439744;CollecTRI:9209434
ETS1,TFRC,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:12439744;CollecTRI:12547252
TP73,APP,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12439932
CEBPG,TUBA1A,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12441050
STAT1,KLF4,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12441126
POU4F1,POU4F1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12441296;CollecTRI:8989239
TCF3,GFI1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12441305
GFI1,TCF3,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12441305
FOXM1,VTN,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:12441652
EHF,MMP1,-1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:12444029
TP53,INSR,-1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:12444079;CollecTRI:14710355;CollecTRI:15131018;CollecTRI:16647191;CollecTRI:22033326;CollecTRI:8665514
WT1,RB1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12444079
MITF,SNAI2,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI,CollecTRI:12444107;CollecTRI:1999537
NFKB1,CR2,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:12444129
IRF6,CR2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12444129
ETS2,PSEN1,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TFactS_CollecTRI,CollecTRI:12444985;CollecTRI:20036849
TGFB1I1,FOS,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12445807
NR5A2,SCARB1,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:12446566;CollecTRI:16168958
FOS,PGR,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI,CollecTRI:12446585;CollecTRI:14684847;CollecTRI:16293641
PGR,FOS,-1.0,CollecTRI;GEREDB_CollecTRI,CollecTRI:12080023
JUN,PGR,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI,CollecTRI:12446585;CollecTRI:14684847
AR,ENO2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12446587
POU2F1,GNRHR,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:12446597
SP1,EREG,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:12446600
SP3,EREG,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:12446600
YBX1,COL1A2,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:12446674;CollecTRI:12917425;CollecTRI:16278212
YBX1,IFNG,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12446674;CollecTRI:8163940
LEF1,CDX1,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI,CollecTRI:10934025;CollecTRI:11997022;CollecTRI:12446687;CollecTRI:15143193
TCF7L2,CDX1,1.0,CollecTRI;ExTRI_CollecTRI;TFactS_CollecTRI,CollecTRI:10934025;CollecTRI:11997022;CollecTRI:12446687
E2F4,STMN1,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI,CollecTRI:12446714;CollecTRI:17531812;CollecTRI:21247883
MYC,TIAM1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12446731
PAX5,CEL,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12446773;CollecTRI:14993928
TCF3,CEL,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12446773;CollecTRI:18483421
ID1,CD79A,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12446773;CollecTRI:18641300
CEBPA,JUN,-1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:12446786
ESR1,PDIA3,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12446838
ESR1,EIF2AK3,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12446838;CollecTRI:19029953
DDIT3,PDIA3,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12446838
HNF1A,FGFR4,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:12447688
MYC,ID2,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI,CollecTRI:12447693;CollecTRI:12545167;CollecTRI:12695333;CollecTRI:12824180;CollecTRI:18437010;CollecTRI:18483244
ID2,MYC,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:16776654;CollecTRI:19289167;CollecTRI:24573694
TP53,SFN,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:10101800;CollecTRI:12447694;CollecTRI:12640112;CollecTRI:17361185;CollecTRI:17404570;CollecTRI:18281511;CollecTRI:22427654
TCF3,RAP1A,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12447993
TCF3,TGFBR2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12447993
NR4A2,EEF1A2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12453046
NFATC2,CDK4,-1.0,CollecTRI;ExTRI_CollecTRI;GOA_CollecTRI,CollecTRI:12453415
KMT2A,RRP8,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12453419
KMT2A,KMT2A,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12453419;CollecTRI:24054986
MAFG,HMOX1,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:12453873
IRF6,AVP,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12454009
NFKB1,AVP,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12454009
RELA,AVP,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12454009
USF1,AVP,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:12403649;CollecTRI:12454009;CollecTRI:1869565
NR1H3,APOC2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12454263;CollecTRI:15949682
NR1H4,APOE,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12454263
JUN,SLC10A2,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:12454857;CollecTRI:16890608;CollecTRI:24309182
OTX2,TPM1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12454928
RAX,TPM1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12454928
NR0B2,SLC10A2,-1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:12456679;CollecTRI:15239098;CollecTRI:15591588
NR5A2,SLC10A2,1.0,CollecTRI;ExTRI_CollecTRI;GOA_CollecTRI;TRRUST_CollecTRI,CollecTRI:12456679
FOXO1,IL6,1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI,CollecTRI:12456685;CollecTRI:19026986;CollecTRI:19074897;CollecTRI:21185807
PPARG,CAT,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI,CollecTRI:12456800;CollecTRI:16951334;CollecTRI:20075562
EGR1,CHGA,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI,CollecTRI:12456801;CollecTRI:17889508
SP1,CHGA,1.0,CollecTRI;ExTRI_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI,CollecTRI:12456801;CollecTRI:17889508;CollecTRI:1819225;CollecTRI:9852054
NR5A1,NOS1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12456803
NR0B1,NOS1,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI,CollecTRI:12456803;CollecTRI:19726747
TCF3,IBSP,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12459268;CollecTRI:15722554
EWSR1,CREBBP,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12459554;CollecTRI:8552387
CEBPB,GNLY,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI,CollecTRI:12460196;CollecTRI:15606802
SP1,RPS3A,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:12463423
AR,TXN,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12463425;CollecTRI:18945670
RUNX1,CD8A,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12464175;CollecTRI:15034051
HIF1A,NAA10,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12464182
EPAS1,KDR,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:12464608;CollecTRI:15192019
ETS1,KDR,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:11049987;CollecTRI:12464608
SP3,SLC9A3,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;SIGNOR_CollecTRI,CollecTRI:12464626;CollecTRI:16464174;CollecTRI:16760259;CollecTRI:17344314;CollecTRI:17540780;CollecTRI:19064501;CollecTRI:19303862
GATA5,SLC9A3,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12464626
IRF1,GAST,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12466898;CollecTRI:9491997;CollecTRI:9795374
IRF1,SUPT7L,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12466898
NCOR1,RB1,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12466959
HNF4A,AR,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12466965;CollecTRI:16474850
VSX2,AR,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12466965;CollecTRI:16492776
SP1,TBXA2R,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;SIGNOR_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI,CollecTRI:12466967;CollecTRI:18698092;CollecTRI:19747485
SPI1,TBXA2R,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12466967
TSC22D1,CDKN1A,-1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12468551
E2F2,PCNA,-1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:12468739
E2F1,PCNA,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI,CollecTRI:11133765;CollecTRI:12468739;CollecTRI:1261188;CollecTRI:12782299;CollecTRI:14618416;CollecTRI:20580656;CollecTRI:23078099;CollecTRI:7623816;CollecTRI:8903355;CollecTRI:9389735;CollecTRI:9649317
NFKB1,EGFR,1.0,CollecTRI;DoRothEA_A_CollecTRI;ExTRI_CollecTRI;HTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:12469217;CollecTRI:14678988;CollecTRI:17881446;CollecTRI:18367518
NFKB2,EGFR,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:12469217
NFKB1,TNFRSF11A,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12471036;CollecTRI:14662860
NRG1,VEGFC,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12471041
ETV4,CCL2,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:12471621
SP3,MET,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:12473536;CollecTRI:19406933
TP53,KISS1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12474542
SP1,SLC5A5,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12475396
TFAP2A,SLC5A5,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12475396
SOX17,NFKBIB,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12475944
SOX5,NFKBIB,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:12475944
SRY,NFKBIB,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:12475944
ETS1,CSF2,1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;TFactS_CollecTRI;TRRUST_CollecTRI,CollecTRI:12475968;CollecTRI:15123671;CollecTRI:15907486;CollecTRI:7478534;CollecTRI:8611694;CollecTRI:9190901
NCOA2,CASP8AP2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12477726
TCF3,PAX5,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:12477815;CollecTRI:15030778;CollecTRI:18538592;CollecTRI:8639790
CEBPG,LRPAP1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12477864;CollecTRI:12915572;CollecTRI:15722556
CEBPA,LRPAP1,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:12477864
CEBPB,CST8,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12479114
NR1H3,FABP6,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12479580;CollecTRI:14572640
SREBF1,FABP6,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI,CollecTRI:11684682;CollecTRI:12479580;CollecTRI:14572640
SSRP1,FABP6,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12479580
NFKB1,HIF1A,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI,CollecTRI:17898080;CollecTRI:18498249
HIF1A,NFKB1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12479793;CollecTRI:22112782
HIF1A,TNF,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:12479793;CollecTRI:15604270;CollecTRI:15925386;CollecTRI:16007254;CollecTRI:17451682;CollecTRI:17548584;CollecTRI:17884817;CollecTRI:19766100;CollecTRI:21386799;CollecTRI:22320863;CollecTRI:23085511;CollecTRI:23359428
IRF1,IL4,1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI,CollecTRI:12479817;CollecTRI:19556165;CollecTRI:25280793
IRF2,IL4,1.0,CollecTRI;CytReg_CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:12479817;CollecTRI:7930616
HIF1A,EPAS1,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI,CollecTRI:16924414;CollecTRI:18174278;CollecTRI:19030186;CollecTRI:20513003
EPAS1,HIF1A,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12482866;CollecTRI:16924414
SP1,HGF,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;SIGNOR_CollecTRI;TRRUST_CollecTRI,CollecTRI:12482909;CollecTRI:17967179;CollecTRI:9223667
STAT1,GAST,1.0,CollecTRI;ExTRI_CollecTRI;TRRUST_CollecTRI,CollecTRI:12482935;CollecTRI:15055356;CollecTRI:17427945;CollecTRI:19917672;CollecTRI:20568281;CollecTRI:20949125;CollecTRI:9491997
AR,FASLG,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12482965
YY1,DEK,-1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI;TRRUST_CollecTRI,CollecTRI:12483538
BCL3,MMP1,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12483727
NFKB1,MMP1,1.0,CollecTRI;ExTRI_CollecTRI;GEREDB_CollecTRI;TRRUST_CollecTRI,CollecTRI:11376631;CollecTRI:12483727;CollecTRI:16210649;CollecTRI:16278291;CollecTRI:16385502;CollecTRI:19055644;CollecTRI:9811054
DNMT1,CDH17,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12485494;CollecTRI:18164808
MYOD1,BARX2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12486129
BARX2,MYOD1,1.0,CollecTRI;GEREDB_CollecTRI,CollecTRI:19269978
MYOG,BARX2,1.0,CollecTRI;ExTRI_CollecTRI,CollecTRI:12486129
SRF,BARX2,1.0,CollecTRI;ExTRI_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:12486129
FOXO1,PDX1,1.0,CollecTRI;ExTRI_CollecTRI;GOA_CollecTRI;NTNU.Curated_CollecTRI,CollecTRI:12219087;CollecTRI:12488434;CollecTRI:17510498;CollecTRI:21335550;CollecTRI:21533167
