"","source","target","mor"
"8116","Elk3","Dhfr",-1
"8117","Elk3","Fos",-1
"8118","Myb","Cdkn1b",1
"8119","Myb","Cdk6",1
"8120","Fosl1","Cdkn2a",1
"8121","Jun","Cyp19a1",-1
"8122","Ncoa1","Serpine1",1
"8123","Foxo1","Bmp4",1
"8124","Foxq1","Bmp4",1
"8125","Pax3","Bmp4",1
"8126","Foxo1","Cnr1",-1
"8127","Foxo1","Epha2",1
"8128","Foxo1","Epha4",1
"8129","Pax3","Cnr1",1
"8130","Pax3","Epha2",1
"8131","Pax3","Epha4",1
"8132","Dnmt1","Pml",1
"8133","Sp1","Il6",1
"8134","Tfcp2","Snurf",1
"8135","Tfcp2","Snrpn",1
"8136","Dnmt1","Cish",1
"8137","Dnmt1","Prm3",1
"8138","Sp1","Timp2",1
"8139","Mbd1","Setdb1",-1
"8140","Usf1","Slc16a1",-1
"8141","Usf2","Slc16a1",-1
"8142","Esr1","Macrod1",1
"8143","Sp1","Macrod1",1
"8144","Creb1","Klk1b26",1
"8145","Creb1","Klk1b8",1
"8146","Creb1","Klk1b9",1
"8147","Creb1","Klk1b1",1
"8148","Creb1","Klk1b11",1
"8149","Creb1","Klk1b27",1
"8150","Creb1","Klk1b22",1
"8151","Creb1","Klk1b21",1
"8152","Creb1","Klk1b5",1
"8153","Creb1","Klk1b16",1
"8154","Creb1","Klk1b3",1
"8155","Creb1","Klk1b24",1
"8156","Creb1","Klk1b4",1
"8157","Creb1","Klk1",1
"8158","Hnf4a","Slc22a7",1
"8159","Hnf4a","Nr1h4",1
"8160","Nr1h4","Hnf4a",-1
"8161","Nr0b2","Slc22a7",-1
"8162","Nr1h4","Slc22a7",1
"8163","Sox9","Col11a2",1
"8164","Cebpd","Mapk14",1
"8165","Tbx3","Tbx3",-1
"8166","Smad1","Pomc",1
"8167","Hif1a","Igf1",1
"8168","Ets1","Bmp4",1
"8169","Nkx2-2","Mbp",1
"8170","Ncoa2","Grip1",1
"8171","Ncoa2","Tnfrsf1a",1
"8172","Esr1","Casp8ap2",1
"8173","Jun","Il10",1
"8174","Junb","Il10",1
"8175","Junb","Large1",1
"8176","Runx1","H2-T23",1
"8177","Zscan26","Fos",-1
"8178","Thra","Cd44",1
"8179","Nr4a1","Rb1",1
"8180","Stat5a","Ntrk1",1
"8181","Ybx1","Mmp12",1
"8182","Nfkb1","Tnfsf15",1
"8183","Rela","Tnfsf15",1
"8184","Nkx3-2","Runx2",-1
"8185","Olig1","Mbp",1
"8186","Olig1","Plp1",1
"8187","Tbp","Bdkrb1",1
"8188","Yy1","Bdkrb1",1
"8189","Nkx3-1","Casp3",1
"8190","Nkx3-1","Casp9",1
"8191","Hif1a","Tpo",1
"8192","Tp63","Hspa4",1
"8193","Mef2c","Kdr",1
"8194","Pdx1","Ripk1",1
"8195","Pdx1","Tkt",1
"8196","Sp1","Tat",1
"8197","Sp3","Sod2",1
"8198","Sp3","Tat",1
"8199","Smad7","Fshb",1
"8200","Sp3","Klk1b26",1
"8201","Sp3","Klk1b8",1
"8202","Sp3","Klk1b9",1
"8203","Sp3","Klk1b1",1
"8204","Sp3","Klk1b11",1
"8205","Sp3","Klk1b27",1
"8206","Sp3","Klk1b22",1
"8207","Sp3","Klk1b21",1
"8208","Sp3","Klk1b5",1
"8209","Sp3","Klk1b16",1
"8210","Sp3","Klk1b3",1
"8211","Sp3","Klk1b24",1
"8212","Sp3","Klk1b4",1
"8213","Sp3","Klk1",1
"8214","Sp1","Ccnb1",-1
"8215","Rbpj","Pdlim7",1
"8216","Rbpj","Elac2",1
"8217","Hmga1","Ifng",1
"8218","Bcl6","Stat5a",1
"8219","Stat5a","Bcl6",-1
"8220","Hmga1","Rag2",1
"8221","Esr1","Opn1mw",1
"8222","Satb1","Il2",1
"8223","Satb1","Tat",1
"8224","Sp7","Tat",1
"8225","Tp63","Igfbp3",1
"8226","Tp73","Igfbp3",1
"8227","E2f1","Cdkn1b",1
"8228","Nfic","Afp",1
"8229","Foxd1","Serpine1",1
"8230","Smad6","Serpine1",1
"8231","Ovol1","Id2",1
"8232","Ppara","Gsk3b",1
"8233","Ssrp1","Isyna1",1
"8234","Tbp","Isyna1",1
"8235","Srebf1","Ptgs2",1
"8236","Mitf","Cdkn1a",1
"8237","Gfi1b","Gfi1b",1
"8238","Klf2","Mcl1",1
"8239","Klf2","Nos3",1
"8240","Klf2","Serpine1",-1
"8241","Klf2","Thbd",1
"8242","Srebf2","Hmgcs2",1
"8243","Smad1","Vegfa",1
"8244","Smad5","Vegfa",-1
"8245","Rela","Cxcl1",1
"8246","Rela","Naf1",1
"8247","Foxa2","Ibsp",1
"8248","Foxq1","Ibsp",1
"8249","Klf5","Ibsp",1
"8250","Sox17","Ibsp",1
"8251","Cebpg","Lrp6",1
"8252","Cebpb","Lrp6",1
"8253","Cebpb","Lrpap1",1
"8254","Cebpg","Crebbp",1
"8255","Lef1","Lef1",1
"8256","Lef1","Pitx2",1
"8257","Pitx2","Lef1",1
"8258","Dlx5","Wnt10b",1
"8259","Sp7","Wnt10b",1
"8260","Barx2","Barx2",1
"8261","Stat3","Maf",1
"8262","Ahr","Btk",1
"8263","Ahr","Cd2",1
"8264","Nfkb1","Ebi3",1
"8265","Rela","Ebi3",1
"8266","Spi1","Ebi3",1
"8267","Hsf2","Prkaca",1
"8268","Hsf2","Ros1",1
"8269","Znf436","Smarca4",1
"8270","Ar","Cflar",1
"8271","Sp1","Hsd17b7",1
"8272","Sp1","Skap2",1
"8273","E2f1","Ppp1r13b",1
"8274","E2f2","Ppp1r13b",1
"8275","E2f2","Tp53bp2",1
"8276","E2f3","Ppp1r13b",1
"8277","E2f3","Tp53bp2",1
"8278","Tp53","Tp53bp2",1
"8279","Gata3","Il1rl1",1
"8280","Hoxd13","Casp8ap2",1
"8281","Hoxd13","Hoxa13",1
"8282","Hoxd13","Ngef",1
"8283","Pparg","Nr1d1",1
"8284","Nr1d1","Pparg",-1
"8285","Ctcf","Csnk2a2",1
"8286","Snai2","Brca2",-1
"8287","Bach1","Nqo1",-1
"8288","Tp73","Tert",-1
"8289","Tp53","Triap1",1
"8290","Dnmt1","Runx1",1
"8291","Dnmt1","Runx1t1",1
"8292","Klf2","Magee1",1
"8293","Klf2","Wee1",-1
"8294","Klf6","Wee1",1
"8295","Sp1","Wee1",1
"8296","Litaf","Gadd45a",1
"8297","Fli1","Styxl1",1
"8298","Myc","Pml",1
"8299","Egr1","Vegfa",1
"8300","Jarid2","Myh14",1
"8301","Jarid2","Myh6",-1
"8302","Mef2a","Myh6",1
"8303","Tp73","Ccnb1",-1
"8304","Jun","Ccna2",1
"8305","Usf1","Prkg1",1
"8306","Usf2","Prkg1",1
"8307","Runx1","Mpl",1
"8308","Dnmt1","Hal",1
"8309","Nfatc2","Lgals4",1
"8310","Nfatc2","Mapk8",1
"8311","Nfatc2","Nfatc2",1
"8312","Tfap2b","Ptgds",1
"8313","Mef2c","Sub1",1
"8314","Egr1","App",1
"8315","Mef2d","Cd44",1
"8316","Mef2d","Dazap1",1
"8317","Mef2d","Mef2d",1
"8318","Nr4a3","Nr4a3",1
"8319","Maf","Il10",1
"8320","Nfkb1","Nfkbid",1
"8321","Tp63","Krt5",1
"8322","Tp63","Tert",1
"8323","Ybx1","Mvp",1
"8324","Tp53","Dido1",1
"8325","Egr2","Bglap",1
"8326","Egr2","Bglap3",1
"8327","Egr2","Bglap2",1
"8328","Cebpg","Ddit4",1
"8329","Elk1","Ddit4",1
"8330","Cebpa","Ces1d",1
"8331","Kat7","Wt1",1
"8332","Myb","Wt1",1
"8333","Wt1","Myb",-1
"8334","Stat3","Ccl11",1
"8335","Rela","Nfkb2",1
"8336","Rest","Grin2b",-1
"8337","Etv4","Mmp14",1
"8338","Runx3","Abcb1a",-1
"8339","Runx3","Abcc1",-1
"8340","Runx3","Bcl2",-1
"8341","Sp1","Kctd13",-1
"8342","Tfap2a","Kctd13",1
"8343","Rela","Gdf15",1
"8344","Hoxa5","Ptn",1
"8345","Sp1","Hbegf",1
"8346","Ppara","Lep",-1
"8347","Pparg","Lep",1
"8348","Tfap2a","Adipoq",1
"8349","Runx2","Bmp2",1
"8350","Rxra","Epo",1
"8351","Atf2","Ppargc1a",-1
"8352","Myc","Cd5",1
"8353","Tbpl1","Nf1",1
"8354","Tbp","Fos",1
"8355","Tbp","Nf1",-1
"8356","Tbpl1","Fos",-1
"8357","Nr5a1","Tmprss11d",1
"8358","E2f1","Ccne2",1
"8359","Mbd2","Oprd1",1
"8360","Mbd2","Mbd2",1
"8361","Sp1","Pkd1",1
"8362","Znf148","Pkd1",1
"8363","Fos","Ptgs2",1
"8364","E2f3","Il6",1
"8365","E2f3","Pik3r1",1
"8366","Mnx1","Il6",1
"8367","Mnx1","Pik3r1",1
"8368","Mnx1","Mnx1",1
"8369","Klf11","Ins2",1
"8370","Klf11","Cat",1
"8371","Creb1","Grin2b",1
"8372","Cdx1","Iapp",1
"8373","Cdx2","Iapp",1
"8374","Ssrp1","Iapp",1
"8375","Atf4","Trib3",1
"8376","Trib3","Atf4",-1
"8377","Ddit3","Trib3",1
"8378","Pax3","Parp1",1
"8379","Cebpb","Tff1",-1
"8380","Tfap2a","Ckb",1
"8381","Myb","Hspa5",1
"8382","Irf2","Tap1",1
"8383","Stat4","Cd4",1
"8384","Stat6","Socs3",1
"8385","Hivep1","Spen",1
"8386","Bmal1","Slc9a3",1
"8387","Clock","Slc9a3",1
"8388","Sp1","Etv2",1
"8389","Hif1a","Mmut",1
"8390","Myc","Hif1a",-1
"8391","Hif1a","Myc",-1
"8392","Sp1","Hif1a",1
"8393","Hif1a","Sp1",-1
"8394","Myc","Mmut",1
"8395","Sp1","Mmut",1
"8396","Tp53","Mmut",1
"8397","Rfxap","Smarca4",1
"8398","Rora","Arg1",1
"8399","Rora","Apoa5",1
"8400","Sp3","Kntc1",1
"8401","Crx","Aldh7a1",1
"8402","Tbx3","Cdkn2a",-1
"8403","Yy1","Dnajb4",1
"8404","Fli1","Ptpn13",1
"8405","Fli1","L1cam",1
"8406","Fli1","Ptpn1",1
"8407","Cebpb","Slc5a5",1
"8408","Egr1","Apex1",1
"8409","Sp1","Gstk1",1
"8410","Sp1","Hpgds",1
"8411","Sp3","Gstk1",1
"8412","Sp3","Hpgds",1
"8413","Tp53","Gstk1",1
"8414","Tp53","Hpgds",1
"8415","Nfe2l2","Casp1",1
"8416","Nfe2l2","Nfe2",1
"8417","Ahr","Nfe2l2",1
"8418","Nfe2l2","Ahr",1
"8419","Nono","Snca",1
"8420","Mnx1","Ins2",1
"8421","Fos","Spp1",1
"8422","Nr1h3","Spp1",1
"8423","Ets1","Ren1",1
"8424","Pbx1","Ren1",1
"8425","Pknox1","Ren1",1
"8426","Hoxd10","Ren1",1
"8427","Neurod1","Nnat",1
"8428","Elf3","Ptgs2",1
"8429","Eno1","Hspa4",1
"8430","Eno1","Jun",1
"8431","Eno1","Lct",1
"8432","Eno1","Pgk1",1
"8433","Hif1a","Jun",1
"8434","Hif1a","Ldha",1
"8435","Hif1a","Pgk1",1
"8436","Jun","Ldha",1
"8437","Tp63","Perp",1
"8438","Runx2","Csn2",1
"8439","Mef2a","Jph2",1
"8440","Jun","Tnfrsf1b",1
"8441","Jun","Rasgrf1",1
"8442","Max","Oprk1",1
"8443","Mxd1","Oprk1",1
"8444","Ncor2","Esr1",1
"8445","Nr3c1","Fas",1
"8446","Sp1","Fgf4",1
"8447","Sp3","Fgf4",1
"8448","Tp73","Bdkrb2",1
"8449","Eno1","Ccnd1",1
"8450","Eno1","Map2k5",1
"8451","E4f1","Rassf1",1
"8452","E4f1","Cd44",1
"8453","Hif1a","Pik3c3",1
"8454","Klf4","Ccne1",-1
"8455","Tbx21","Tbx21",1
"8456","Myc","Chuk",1
"8457","Ncoa3","Chuk",1
"8458","Taf1","Slc2a1",1
"8459","Sp1","Cxcl12",1
"8460","Cebpb","Id2",1
"8461","Elk1","Fzd8",1
"8462","Pax4","Fzd8",1
"8463","Myod1","Actb",1
"8464","Myod1","Myl2",1
"8465","Sp1","Akr1c18",1
"8466","Sp3","Akr1c18",1
"8467","Nfic","Sct",1
"8468","Sp3","Nfic",1
"8469","Egr1","Cxcl12",1
"8470","Egr1","Sele",1
"8471","Sp1","Slc6a3",1
"8472","Sp3","Slc6a3",1
"8473","Znf263","Reln",1
"8474","Hnf4a","Mmp7",1
"8475","Ezh2","Dab2ip",-1
"8476","Foxm1","Lama4",1
"8477","Foxo1","Bax",1
"8478","Nr1h4","Icam1",1
"8479","Fli1","Ccne1",1
"8480","Sp1","Ccne1",1
"8481","Dnmt1","Cyp1a1",1
"8482","Ahr","Sdhb",1
"8483","Esrrg","Esrrg",1
"8484","Ar","Fkbp5",1
"8485","Foxo4","Bcl2l11",1
"8486","Hoxb3","Hoxb2",1
"8487","Hoxb2","Hoxb3",1
"8488","Vdr","Abcc3",1
"8489","Cdx2","Heph",1
"8490","Sp1","Itga5",1
"8491","Tcf3","Dld",1
"8492","Tcf3","Sult2a1",1
"8493","Nr3c1","Csf2",1
"8494","Nr3c1","Il5",1
"8495","Runx2","Fgfr2",1
"8496","Twist1","Fgfr2",1
"8497","Nr0b1","Dhh",1
"8498","Nr5a1","Dhh",1
"8499","Ddit3","Ccl12",1
"8500","Tp53","Pdlim7",1
"8501","Jun","Bglap",1
"8502","Jun","Bglap3",1
"8503","Jun","Bglap2",1
"8504","Jun","Naca",1
"8505","Nr5a2","Pou5f1",1
"8506","Sp1","Rara",1
"8507","Scx","Shbg",1
"8508","Gata6","Cyb5a",1
"8509","Nr5a1","Cyb5a",1
"8510","Ppara","Fabp3",1
"8511","Cebpd","Hbb-b1",1
"8512","Cebpg","Hbb-b1",1
"8513","Cebpb","Hbb-b1",1
"8514","Bcl6b","Il2",1
"8515","Pou4f2","Hspb1",1
"8516","Ar","Erbb2",1
"8517","Dlx4","Oga",1
"8518","Grhl3","Oga",1
"8519","Vdr","Nppa",1
"8520","Sp1","Atm",1
"8521","Nr2c2","Tnf",1
"8522","Srf","Actb",1
"8523","Srf","Gsn",1
"8524","Smad3","Edn1",1
"8525","Ppara","Grhpr",1
"8526","Stat5a","Slco1b2",1
"8527","Stat5a","Ghr",1
"8528","Thra","Egfr",1
"8529","Tbx2","Tbx20",1
"8530","Tbx20","Tbx2",-1
"8531","Tbx2","Mycn",-1
"8532","Tbx20","Mef2c",1
"8533","Gata4","Mef2c",1
"8534","Nkx2-5","Gata4",1
"8535","Gata4","Nkx2-5",1
"8536","Isl1","Mef2c",1
"8537","Isl1","Nkx2-5",1
"8538","Tbx20","Nkx2-5",1
"8539","Six3","Bmp4",1
"8540","Crem","Crh",1
"8541","Grhl3","Smad7",1
"8542","Mecom","Smad7",-1
"8543","Sp1","Col10a1",1
"8544","Sp3","Col10a1",1
"8545","Dlx5","Col10a1",1
"8546","Ncor2","Th",1
"8547","Cebpb","Adipoq",1
"8548","Sp1","Fech",1
"8549","Sp1","Padi2",1
"8550","Sp3","Padi2",1
"8551","Usf1","Gclc",-1
"8552","Ppara","Elovl3",1
"8553","Srebf1","Elovl3",1
"8554","Nr1h3","Elovl3",1
"8555","Nr2f2","Ins2",1
"8556","E2f3","Ccnb1",1
"8557","E2f4","Ccnb1",1
"8558","Tp53","Serpinf1",1
"8559","Tp73","Serpinf1",1
"8560","Tp63","Serpinf1",1
"8561","Usf2","Avp",1
"8562","Usf2","Qrfp",1
"8563","Rest","Brinp1",-1
"8564","Rest","Ntrk3",-1
"8565","Rela","Ren1",1
"8566","Etv5","Icam1",1
"8567","Tp53","Prima1",1
"8568","Pou5f1","Nanog",1
"8569","Nanog","Pou5f1",1
"8570","Sox2","Nanog",1
"8571","Nr0b2","Timp1",-1
"8572","Nr1h4","Timp1",-1
"8573","Sp1","Cyp2f2",1
"8574","Sp3","Cyp2f2",1
"8575","Hr","Icam1",1
"8576","Cebpg","Avp",1
"8577","Dnmt1","Ins2",1
"8578","Smad7","Smurf2",1
"8579","Esr2","Insr",-1
"8580","Sox15","Hrc",1
"8581","Sox2","Hrc",1
"8582","Tfap2a","Pigr",1
"8583","Usf2","Pigr",1
"8584","Tfap2a","Myh13",1
"8585","E2f1","Ptgs2",1
"8586","Yy1","Erbb2",1
"8587","Nfe2l2","Fgf1",1
"8588","Nfe2l2","Ngf",1
"8589","Jarid2","Rb1",1
"8590","Ascl1","Tph1",-1
"8591","Hes1","Tph1",1
"8592","Stat3","Ptpn13",1
"8593","Stat3","Ptpn6",-1
"8594","Dnmt1","Ptpn6",1
"8595","Spi1","Ptpn6",1
"8596","Sp1","Rassf1",1
"8597","Smarca1","Myog",1
"8598","Pbx1","Myog",1
"8599","Tp53","Bub1b",1
"8600","Ncor2","Ebp",1
"8601","Ncor2","Nfe2l2",1
"8602","Ncor2","Rhbdf2",1
"8603","Hes1","Cdkn1b",-1
"8604","Kat7","Ccnd1",1
"8605","Taf1","Fos",1
"8606","Esr1","Gstk1",1
"8607","Esr1","Gstp1",1
"8608","Esr1","Gstp2",1
"8609","Esr1","Hpgds",1
"8610","Pax3","Cd3e",1
"8611","Nr0b1","Mc2r",-1
"8612","Dnmt1","Mc2r",1
"8613","Ssrp1","Nfkbia",1
"8614","Tgfb1i1","Vim",1
"8615","Nkx3-1","Nkx3-1",1
"8616","Jun","Abcc1",1
"8617","Srebf1","Irs2",-1
"8618","Tbx6","Cd44",1
"8619","Xbp1","Dnajb9",1
"8620","Pdx1","Mtor",1
"8621","Hoxb8","Mylk",-1
"8622","Hoxa10","Mylk",1
"8623","Pparg","Slc2a2",1
"8624","Mecom","Gata2",1
"8625","Sp1","Pthlh",1
"8626","Sp1","Rb1",1
"8627","Rb1","Sp1",1
"8628","Myb","Myc",1
"8629","Apex1","Hap1",1
"8630","Apex1","Mnt",1
"8631","Mnt","Hap1",1
"8632","Mnt","Mnt",1
"8633","Apex1","Gal",1
"8634","Dbp","Alb",1
"8635","Nfe2l2","Gss",1
"8636","Sp1","St3gal5",1
"8637","Tfap2a","St3gal5",1
"8638","Tfap2a","Pomgnt2",1
"8639","Mef2a","Smyd1",1
"8640","Mef2c","Smyd1",1
"8641","Esr1","Dlc1",1
"8642","Bcl6","Cd22",1
"8643","Bcl6","Cd79a",1
"8644","Bcl6","Mme",1
"8645","Bcl6","Ms4a1",1
"8646","Spi1","Bcl6",-1
"8647","Bcl6","Spi1",1
"8648","Esr1","Dct",1
"8649","Creb1","Fktn",1
"8650","Vsx2","Nes",-1
"8651","Ets1","Lmo2",1
"8652","Lmo2","Lmo2",1
"8653","Srebf1","Hpgd",1
"8654","Nfat5","Enpp2",1
"8655","Nfatc2","Enpp2",1
"8656","Spz1","Pcna",1
"8657","Trerf1","Cdkn1a",1
"8658","Trerf1","Cdkn1b",1
"8659","Yy1","Hspa5",1
"8660","Kat7","Hspa5",1
"8661","Tp53","Mcm7",-1
"8662","Hmga1","Cd44",1
"8663","Cebpd","Egf",1
"8664","Mesp2","Lfng",1
"8665","Sp1","Tgfbr1",1
"8666","Tfap2a","Tgfbr1",1
"8667","Tfap2a","Tgfbr2",1
"8668","Nr1h4","Sqstm1",1
"8669","Sp1","Slc15a1",1
"8670","Neurod1","Sst",-1
"8671","Neurod1","Gcg",1
"8672","Hif1a","Pck1",1
"8673","Sp1","Mefv",1
"8674","Pparg","Fn1",-1
"8675","Creb1","Fn1",1
"8676","Egr1","Ltb",1
"8677","Klf3","Ltb",1
"8678","Pax3","Ltb",1
"8679","Sp1","Ltb",1
"8680","Phf5a","Myh6",1
"8681","Smad1","Myh6",1
"8682","Hoxa3","Mmp14",1
"8683","Pparg","Pc",1
"8684","Rxra","Pc",1
"8685","Klf6","Dlk1",-1
"8686","Srf","Csrp1",1
"8687","Tcf21","Ar",1
"8688","Srebf1","Slc2a2",1
"8689","Cebpa","Adipoq",1
"8690","Cebpd","Adipoq",1
"8691","Zfpm1","Foxn1",1
"8692","Zfpm1","Nelfe",1
"8693","Rela","Cd8a",1
"8694","Cebpb","Arg1",1
"8695","Hif1a","Abca1",1
"8696","Sp3","Abca1",-1
"8697","Mybl2","Ccnd1",1
"8698","Sp1","Ccna1",1
"8699","Mybl2","Sar1b",1
"8700","Sp1","Mybl2",1
"8701","Mybl2","Sp1",1
"8702","Sp1","Myb",1
"8703","Myb","Sp1",1
"8704","Mybl2","Cdk2",1
"8705","Myb","Ccnd1",1
"8706","Ar","Smarcc1",1
"8707","Smarcc1","Ar",1
"8708","Ncoa1","Klk1b26",1
"8709","Ncoa1","Klk1b8",1
"8710","Ncoa1","Klk1b9",1
"8711","Ncoa1","Klk1b1",1
"8712","Ncoa1","Klk1b11",1
"8713","Ncoa1","Klk1b27",1
"8714","Ncoa1","Klk1b22",1
"8715","Ncoa1","Klk1b21",1
"8716","Ncoa1","Klk1b5",1
"8717","Ncoa1","Klk1b16",1
"8718","Ncoa1","Klk1b3",1
"8719","Ncoa1","Klk1b24",1
"8720","Ncoa1","Klk1b4",1
"8721","Ncoa1","Klk1",1
"8722","Ncoa1","Smarcc1",1
"8723","Smarcc1","Klk1b26",1
"8724","Smarcc1","Klk1b8",1
"8725","Smarcc1","Klk1b9",1
"8726","Smarcc1","Klk1b1",1
"8727","Smarcc1","Klk1b11",1
"8728","Smarcc1","Klk1b27",1
"8729","Smarcc1","Klk1b22",1
"8730","Smarcc1","Klk1b21",1
"8731","Smarcc1","Klk1b5",1
"8732","Smarcc1","Klk1b16",1
"8733","Smarcc1","Klk1b3",1
"8734","Smarcc1","Klk1b24",1
"8735","Smarcc1","Klk1b4",1
"8736","Smarcc1","Klk1",1
"8737","Elf4","Morf4l1",1
"8738","Hoxa9","Cdh5",1
"8739","Hoxa9","Kdr",1
"8740","Hnf4a","Apoa4",1
"8741","Nr1h2","Ptbp1",1
"8742","Nkx2-1","Tshr",1
"8743","Pax8","Tshr",-1
"8744","Tfap4","Ogg1",1
"8745","Arx","Pax4",-1
"8746","Pax4","Arx",-1
"8747","Mef2a","Avp",1
"8748","Mef2a","Ckm",1
"8749","Nfatc1","Ckm",1
"8750","Vhl","Hif1a",-1
"8751","Hif1a","Vhl",1
"8752","Skil","Myc",-1
"8753","Ahr","Ca3",-1
"8754","Hnf4a","Cyp2c38",1
"8755","Hnf4a","Cyp2c39",1
"8756","Hnf4a","Cyp2c29",1
"8757","Nr1i2","Cyp2c38",1
"8758","Nr1i2","Cyp2c39",1
"8759","Nr1i2","Cyp2c29",1
"8760","Nr3c1","Cyp2c38",1
"8761","Nr3c1","Cyp2c39",1
"8762","Nr3c1","Cyp2c29",1
"8763","Esr1","Th",1
"8764","Esr2","Th",1
"8765","Xbp1","Pth",1
"8766","E2f6","Tex12",1
"8767","Spi1","Grap2",1
"8768","Spib","Grap2",1
"8769","Ppara","Fabp6",1
"8770","Ppard","Fabp6",1
"8771","Klf7","Ntrk1",1
"8772","Znf354c","Ntrk1",1
"8773","Rela","Ikbke",1
"8774","Esr1","S1pr1",1
"8775","Gtf2i","Kdr",1
"8776","Gtf2i","Gtf2i",1
"8777","Arid5a","Esr1",1
"8778","Arid5a","Srsf2",1
"8779","Pbx1","Tlx1",1
"8780","Tlx1","Tlx1",1
"8781","Stat5b","Pax5",1
"8782","Nr3c1","Il7r",1
"8783","Gfi1","Cyp27b1",-1
"8784","Esr2","Ccne1",-1
"8785","Ets1","Mmp9",1
"8786","Kdm5a","Rbp2",1
"8787","Tp53","Npm1",1
"8788","Tp53","Nr1d1",1
"8789","Nr1h2","Kat2a",1
"8790","Pitx3","Pitx3",1
"8791","Pou2f1","Cdx4",1
"8792","Klf10","Ccn2",1
"8793","Ppara","Nos2",-1
"8794","Mef2a","Grin1",1
"8795","Tfap2a","Grin1",1
"8796","Nr4a1","Igf1",1
"8797","Mef2c","Fsd1",1
"8798","Myod1","Fsd1",1
"8799","Yy1","Atp2c1",1
"8800","Sp1","Atp2c1",1
"8801","Cebpb","Cd200",1
"8802","Tfap2a","Igfbp5",1
"8803","Tp53","Col18a1",1
"8804","Tp53","Map4k4",1
"8805","Ahr","Ugt1a1",1
"8806","Pitx1","Kras",1
"8807","Jun","Ptk2",1
"8808","Mitf","Serpine1",1
"8809","Mitf","Inhba",1
"8810","Egr1","Inhba",1
"8811","Wt1","Slc5a5",1
"8812","Hnf1a","Acat2",1
"8813","Stat5a","Prf1",1
"8814","Creb1","Musk",-1
"8815","Myod1","Musk",1
"8816","Rela","Egf",1
"8817","Klf7","Cdkn1b",1
"8818","E2f1","Wnt4",1
"8819","Myc","Wnt4",1
"8820","Yy1","Rb1",1
"8821","Tp53","Plk4",-1
"8822","Creb1","Plk4",-1
"8823","Sp1","Plk4",-1
"8824","Tp53","Creb1",1
"8825","Creb1","Tp53",1
"8826","Ar","Fcer1g",1
"8827","Gata1","Fcer1g",1
"8828","Hnf4a","Pdk4",1
"8829","Crx","Abca4",1
"8830","Crx","Gucy2e",1
"8831","Stat6","Il10",-1
"8832","Pou4f1","Prph2",1
"8833","Ubtf","Mmp3",1
"8834","Fli1","Hgf",1
"8835","Hesx1","Dhx9",1
"8836","Hopx","Dhx9",1
"8837","Hopx","Nppa",1
"8838","Fos","Rab11a",1
"8839","Nr1h4","Pparg",1
"8840","Nr1h4","Srebf1",-1
"8841","Nfatc2","Rcan1",1
"8842","Egr1","Slc9a2",1
"8843","Znf354c","Slc9a2",1
"8844","Pax6","Btc",1
"8845","Lef1","Mycbp",1
"8846","Myc","Mycbp",1
"8847","Ssrp1","Il6",1
"8848","Gtf2ird1","Abcb1a",1
"8849","Dmrt1","Dmrt1",1
"8850","Sox17","Dmrt1",1
"8851","Sox5","Dmrt1",-1
"8852","Zbtb7b","Ugdh",1
"8853","Foxh1","Mixl1",1
"8854","Mixl1","Mixl1",1
"8855","Gata4","Col1a2",1
"8856","Mitf","Hif1a",1
"8857","Jdp2","Src",1
"8858","Tp73","Cdkn1c",1
"8859","Vdr","Camp",1
"8860","Hnf1b","Krt18",1
"8861","Cebpa","Nf1",1
"8862","Ets2","Nf1",1
"8863","Runx1","Nf1",-1
"8864","Rela","Klf2",1
"8865","Fosl1","Gclc",-1
"8866","Ncoa1","Flii",1
"8867","Ncoa2","Flii",1
"8868","Ncoa3","Flii",1
"8869","Tfcp2","Pias1",1
"8870","Kat5","Oga",1
"8871","Myc","Oga",1
"8872","Myc","Tfam",1
"8873","Hif1a","Ccnd1",1
"8874","Creb1","Il2ra",1
"8875","Emx2","Pcna",-1
"8876","Elf1","Lmo2",1
"8877","Tfe3","Cdh1",1
"8878","Tfeb","Cdh1",1
"8879","Irf3","Tnfsf10",1
"8880","Erf","Araf",1
"8881","Myc","Stat3",1
"8882","Stat3","Myc",1
"8883","Fos","Cry1",1
"8884","Jun","Cd9",1
"8885","Mitf","Braf",1
"8886","Cdx2","Ins2",1
"8887","Elf1","Cd1d1",1
"8888","Spi1","Cd1d1",1
"8889","Spi1","Ugdh",1
"8890","Nr1i3","Abcb1a",1
"8891","Klf5","Dcn",1
"8892","Klf5","Gadd45g",1
"8893","Klf5","Map3k14",1
"8894","Skil","Dcn",1
"8895","Skil","Gadd45g",1
"8896","Skil","Map3k14",1
"8897","Zfpm2","Dcn",1
"8898","Zfpm2","Gadd45g",1
"8899","Zfpm2","Map3k14",1
"8900","Creb1","Adcyap1",1
"8901","Usf1","Adcyap1",1
"8902","Jund","Ftmt",1
"8903","Ar","Casp2",1
"8904","Tal1","Fpr2",1
"8905","Ezh2","Il6",1
"8906","Stat3","Akt1",1
"8907","Stat3","Hif1a",1
"8908","Hif1a","Stat3",1
"8909","Jun","Cyp2j6",1
"8910","Fos","Cyp2j6",1
"8911","Pparg","Cdkn2b",1
"8912","Esr1","Cyp1b1",1
"8913","Esr1","Cyp1a1",-1
"8914","Jun","Gclm",1
"8915","Nfe2l2","Tnf",1
